"Extension","TotalLines","AILines","AIPercentage","FileCount"
"json","517562","459","0.09","416"
"py","110246","17515","15.89","3089"
"tsx","48080","1460","3.04","1472"
"bicep","33359","856","2.57","474"
"lock","26557","116","0.44","47"
"md","18605","1288","6.92","599"
"css","13395","1528","11.41","232"
"yml","13329","71","0.53","547"
"js","5825","1169","20.07","90"
"sh","4010","0","0","85"
"ts","2819","27","0.96","95"
"ps1","2008","0","0","34"
"gitignore","950","459","48.32","24"
"html","927","273","29.45","52"
"yaml","626","0","0","70"
"dockerfile","582","0","0","18"
"csv","423","0","0","193"
"toml","331","0","0","44"
"dockerignore","325","3","0.92","3"
"other","300","71","23.67","45"
"txt","276","39","14.13","81"
"bicepparam","270","24","8.89","80"
"svg","188","92","48.94","34"
"sample","161","9","5.59","63"
"tsx}","95","0","0","40"
"old","38","0","0","4"
"dockerfile => src/frontend_react/dockerfile","38","0","0","2"
"example","36","15","41.67","8"
"nocache","35","0","0","2"
"ini","33","14","42.42","8"
"code-workspace","26","0","0","2"
"flake8","23","0","0","7"
"json}","10","0","0","1"
"python-version","8","0","0","14"
"env","7","0","0","1"
"md}","5","0","0","1"
"github/workflows/codeowners","5","5","100","1"
"bicep}","4","0","0","5"
"py}","4","0","0","4"
"github/codeowners","2","0","0","2"
"github/{codeowner => codeowners}","2","0","0","2"
